event	time	athlete	year	gender
rasos100	10.93	MarliesGÖHR	1980	Female
rasos100	10.93	EvelynASHFORD	1982	Female
rasos100	10.93	EvelynASHFORD	1984	Female
rasos100	10.93	MerleneOTTEY	1985	Female
rasos100	10.93	EwaKASPRZYK	1986	Female
rasos100	10.93	EvelynASHFORD	1986	Female
rasos100	10.93	MarliesGÖHR	1987	Female
rasos100	10.93	AneliaNUNEVA	1987	Female
rasos100	10.93	MerleneOTTEY	1987	Female
rasos100	10.93	DawnSOWELL	1989	Female
rasos100	10.93	MerleneOTTEY	1990	Female
rasos100	10.93	IrinaPRIVALOVA	1992	Female
rasos100	10.93	MerleneOTTEY	1993	Female
rasos100	10.93	MerleneOTTEY	1996	Female
rasos100	10.93	KaterinaTHANOU	2000	Female
rasos100	10.93	KaterinaTHANOU	2000	Female
rasos100	10.93	MarionJONES	2000	Female
rasos100	10.93	ZhannaPINTUSEVICH	2000	Female
rasos100	10.93	ZhannaBLOCK	2001	Female
rasos100	10.93	TaynaLAWRENCE	2002	Female
rasos100	10.93	TorriEDWARDS	2003	Female
rasos100	10.93	YuliyaNESTERENKO	2004	Female
rasos100	10.93	VeronicaCAMPBELLBROWN	2004	Female
rasos100	10.93	LaurynWILLIAMS	2005	Female
rasos100	10.93	ChristineARRON	2005	Female
rasos100	10.93	VeronicaCAMPBELLBROWN	2007	Female
rasos100	10.93	AllysonFELIX	2008	Female
rasos100	10.93	MarshevetHOOKER	2008	Female
rasos100	10.93	KerronSTEWART	2009	Female
rasos100	10.93	KerronSTEWART	2009	Female
rasos100	10.93	KellyAnnBAPTISTE	2010	Female
rasos100	10.93	CarmelitaJETER	2011	Female
rasos100	10.93	ShellyAnnFRASERPRYCE	2012	Female
rasos100	10.93	BlessingOKAGBAREIGHOTEGUONOR	2012	Female
rasos100	10.93	KellyAnnBAPTISTE	2012	Female
rasos100	10.93	ShellyAnnFRASERPRYCE	2013	Female
rasos100	10.93	JenebaTARMOH	2013	Female
rasos100	10.93	BlessingOKAGBAREIGHOTEGUONOR	2013	Female
rasos100	10.93	CarmelitaJETER	2013	Female
rasos100	10.93	MurielleAHOURÉ	2013	Female
rasos100	10.93	BlessingOKAGBAREIGHOTEGUONOR	2014	Female
rasos100	10.93	JenebaTARMOH	2015	Female
rasos100	10.93	ShellyAnnFRASERPRYCE	2015	Female
rasos100	10.93	ShellyAnnFRASERPRYCE	2015	Female
rasos100	10.93	ShellyAnnFRASERPRYCE	2016	Female
rasos100	10.93	ElaineTHOMPSON	2017	Female
rasos100	10.93	MarieJoséeTALOU	2017	Female
rasos100	10.93	ElaineTHOMPSON	2018	Female
rasos100	10.93	AleiaHOBBS	2018	Female
rasos100	10.93	DinaASHERSMITH	2018	Female
rasos100	10.93	DinaASHERSMITH	2018	Female
rasos100	10.94	MarliesGÖHR	1978	Female
rasos100	10.94	DianeWILLIAMS	1983	Female
rasos100	10.94	EvelynASHFORD	1984	Female
rasos100	10.94	MerleneOTTEY	1985	Female
rasos100	10.94	MerleneOTTEY	1985	Female
rasos100	10.94	MarliesGÖHR	1985	Female
rasos100	10.94	HeikeDRECHSLER	1986	Female
rasos100	10.94	EvelynASHFORD	1988	Female
rasos100	10.94	MarliesGÖHR	1988	Female
rasos100	10.94	CarletteGUIDRY	1991	Female
rasos100	10.94	MerleneOTTEY	1991	Female
rasos100	10.94	KatrinKRABBE	1991	Female
rasos100	10.94	GwenTORRENCE	1992	Female
rasos100	10.94	MerleneOTTEY	1993	Female
rasos100	10.94	IrinaPRIVALOVA	1993	Female
rasos100	10.94	MerleneOTTEY	1995	Female
rasos100	10.94	GailDEVERS	1996	Female
rasos100	10.94	GailDEVERS	1996	Female
rasos100	10.94	MerleneOTTEY	1996	Female
rasos100	10.94	MerleneOTTEY	1996	Female
rasos100	10.94	MerleneOTTEY	1996	Female
rasos100	10.94	MarionJONES	1997	Female
rasos100	10.94	ZhannaPINTUSEVICH	1999	Female
rasos100	10.94	GailDEVERS	1999	Female
rasos100	10.94	ZhannaPINTUSEVICH	2000	Female
rasos100	10.94	ZhannaBLOCK	2001	Female
rasos100	10.94	ChrysteGAINES	2002	Female
rasos100	10.94	YuliyaNESTERENKO	2004	Female
rasos100	10.94	ChristineARRON	2005	Female
rasos100	10.94	MarshevetHOOKER	2008	Female
rasos100	10.94	TorriEDWARDS	2008	Female
rasos100	10.94	KerronSTEWART	2008	Female
rasos100	10.94	ShellyAnnFRASERPRYCE	2008	Female
rasos100	10.94	KellyAnnBAPTISTE	2009	Female
rasos100	10.94	CarmelitaJETER	2009	Female
rasos100	10.94	CarmelitaJETER	2010	Female
rasos100	10.94	KellyAnnBAPTISTE	2011	Female
rasos100	10.94	VeronicaCAMPBELLBROWN	2012	Female
rasos100	10.94	KerronSTEWART	2012	Female
rasos100	10.94	VeronicaCAMPBELLBROWN	2012	Female
rasos100	10.94	KellyAnnBAPTISTE	2012	Female
rasos100	10.94	AllysonFELIX	2012	Female
rasos100	10.94	BarbaraPIERRE	2013	Female
rasos100	10.94	ShellyAnnFRASERPRYCE	2013	Female
rasos100	10.94	EnglishGARDNER	2013	Female
rasos100	10.94	CarmelitaJETER	2013	Female
rasos100	10.94	DafneSCHIPPERS	2015	Female
rasos100	10.94	TiannaBARTOLETTA	2015	Female
rasos100	10.94	TiannaBARTOLETTA	2016	Female
rasos100	11.02	MerleneOTTEY	1989	Female
rasos100	11.02	KatrinKRABBE	1990	Female
rasos100	11.02	GwenTORRENCE	1991	Female
rasos100	11.02	GailDEVERS	1992	Female
rasos100	11.02	IrinaPRIVALOVA	1992	Female
rasos100	11.02	GwenTORRENCE	1992	Female
rasos100	11.02	GwenTORRENCE	1992	Female
rasos100	11.02	GwenTORRENCE	1993	Female
rasos100	11.02	XiaomeiLIU	1993	Female
rasos100	11.02	ZhannaTARNOPOLSKAYA	1994	Female
rasos100	11.02	MerleneOTTEY	1994	Female
rasos100	11.02	IrinaPRIVALOVA	1994	Female
rasos100	11.02	IrinaPRIVALOVA	1994	Female
rasos100	11.02	IrinaPRIVALOVA	1994	Female
rasos100	11.02	ChrysteGAINES	1995	Female
rasos100	11.02	ChrysteGAINES	1996	Female
rasos100	11.02	GalinaMALCHUGINA	1996	Female
rasos100	11.02	MerleneOTTEY	1996	Female
rasos100	11.02	GailDEVERS	1997	Female
rasos100	11.02	ZhannaPINTUSEVICH	1997	Female
rasos100	11.02	MerleneOTTEY	1998	Female
rasos100	11.02	ZhannaPINTUSEVICH	1998	Female
rasos100	11.02	MerleneOTTEY	1998	Female
rasos100	11.02	SavathedaFYNES	1998	Female
rasos100	11.02	IrinaPRIVALOVA	1998	Female
rasos100	11.02	KaterinaTHANOU	1998	Female
rasos100	11.02	IngerMILLER	1999	Female
rasos100	11.02	ZhannaPINTUSEVICH	1999	Female
rasos100	11.02	ChandraSTURRUP	1999	Female
rasos100	11.02	LaTashaJENKINS	2001	Female
rasos100	11.02	KaterinaTHANOU	2001	Female
rasos100	11.02	ZhannaBLOCK	2001	Female
rasos100	11.02	ChandraSTURRUP	2001	Female
rasos100	11.02	TaynaLAWRENCE	2002	Female
rasos100	11.02	ChrysteGAINES	2003	Female
rasos100	11.02	ChandraSTURRUP	2003	Female
rasos100	11.02	YuliyaNESTERENKO	2004	Female
rasos100	11.02	ChandraSTURRUP	2005	Female
rasos100	11.02	ChandraSTURRUP	2005	Female
rasos100	11.02	ChandraSTURRUP	2005	Female
rasos100	11.02	TorriEDWARDS	2007	Female
rasos100	11.02	MikeleBARBER	2007	Female
rasos100	11.02	CarmelitaJETER	2007	Female
rasos100	11.02	TorriEDWARDS	2007	Female
rasos100	11.02	VeronicaCAMPBELLBROWN	2008	Female
rasos100	11.02	AngelaWILLIAMS	2008	Female
rasos100	11.02	ShellyAnnFRASERPRYCE	2008	Female
rasos100	11.02	TorriEDWARDS	2008	Female
rasos100	11.02	SheroneSIMPSON	2008	Female
rasos100	11.02	AlexandriaANDERSON	2009	Female
rasos100	11.02	CarmelitaJETER	2009	Female
rasos100	11.02	ShellyAnnFRASERPRYCE	2009	Female
rasos100	11.02	VeronicaCAMPBELLBROWN	2010	Female
rasos100	11.02	SheroneSIMPSON	2010	Female
rasos100	11.02	AlexandriaANDERSON	2011	Female
rasos100	11.02	CarmelitaJETER	2011	Female
rasos100	11.02	ShellyAnnFRASERPRYCE	2012	Female
rasos100	11.02	AllysonFELIX	2012	Female
rasos100	11.02	OctaviousFREEMAN	2013	Female
rasos100	11.02	BarbaraPIERRE	2013	Female
rasos100	11.02	KerronSTEWART	2013	Female
rasos100	11.02	VerenaSAILER	2013	Female
rasos100	11.02	KerronSTEWART	2013	Female
rasos100	11.02	AlexandriaANDERSON	2013	Female
rasos100	11.02	JoannaATKINS	2014	Female
rasos100	11.02	KerronSTEWART	2014	Female
rasos100	11.02	VeronicaCAMPBELLBROWN	2014	Female
rasos100	11.02	MunaLEE	2015	Female
rasos100	11.02	DinaASHERSMITH	2015	Female
rasos100	11.02	CarmelitaJETER	2015	Female
rasos100	11.02	DafneSCHIPPERS	2015	Female
rasos100	11.02	EnglishGARDNER	2015	Female
rasos100	11.02	DafneSCHIPPERS	2015	Female
rasos100	11.02	NatashaMORRISON	2015	Female
rasos100	11.02	BlessingOKAGBAREIGHOTEGUONOR	2015	Female
rasos100	11.02	MarieJoséeTALOU	2015	Female
rasos100	11.02	MurielleAHOURÉ	2016	Female
rasos100	11.02	ElaineTHOMPSON	2016	Female
rasos100	11.02	EnglishGARDNER	2016	Female
rasos100	11.02	EnglishGARDNER	2016	Female
rasos100	11.02	BlessingOKAGBAREIGHOTEGUONOR	2016	Female
rasos100	11.02	ChristaniaWILLIAMS	2016	Female
rasos100	11.02	AleiaHOBBS	2017	Female
rasos100	11.02	MorolakeAKINOSUN	2017	Female
rasos100	11.02	MichelleLeeAHYE	2017	Female
rasos100	11.02	TamaraCLARK	2018	Female
rasos100	11.02	DafneSCHIPPERS	2018	Female
rasos100	11.02	ElaineTHOMPSON	2018	Female
rasos100	11.02	EnglishGARDNER	2018	Female
rasos100	11.03	AnnegretRICHTER	1977	Female
rasos100	11.03	MonikaHAMANN	1977	Female
rasos100	11.03	MarliesGÖHR	1979	Female
rasos100	11.03	MarliesGÖHR	1982	Female
rasos100	11.03	AngellaISSAJENKO	1982	Female
rasos100	11.03	MerleneOTTEY	1982	Female
rasos100	11.03	MarliesGÖHR	1983	Female
rasos100	11.03	SilkeMÖLLER	1983	Female
rasos100	11.03	DianeWILLIAMS	1983	Female
rasos100	11.03	EvelynASHFORD	1984	Female
rasos100	11.03	SilkeMÖLLER	1987	Female
rasos100	11.34	HannaMaariLATVALA	2014	Female
rasos100	11.34	BiancaWILLIAMS	2014	Female
rasos100	11.34	CarinaHORN	2014	Female
rasos100	11.34	ShalondaSOLOMON	2014	Female
rasos100	11.34	JenebaTARMOH	2014	Female
rasos100	11.34	JadaMARTIN	2015	Female
rasos100	11.34	LekeishaLAWSON	2015	Female
rasos100	11.34	LaShaunteaMOORE	2015	Female
rasos100	11.34	EnglishGARDNER	2015	Female
rasos100	11.34	CandaceHILL	2015	Female
rasos100	11.34	CrystalEMMANUEL	2015	Female
rasos100	11.34	KyWESTBROOK	2015	Female
rasos100	11.34	NaomiSEDNEY	2015	Female
rasos100	11.34	InnaEFTIMOVA	2015	Female
rasos100	11.34	KerronSTEWART	2015	Female
rasos100	11.34	AlexandraBURGHARDT	2015	Female
rasos100	11.34	MikeleBARBER	2015	Female
rasos100	11.34	AnnaKIELBASINSKA	2015	Female
rasos100	11.34	NatashaMORRISON	2015	Female
rasos100	11.34	KimberlyHYACINTHE	2015	Female
rasos100	11.34	ChisatoFUKUSHIMA	2015	Female
rasos100	11.34	AlexandriaANDERSON	2015	Female
rasos100	11.34	OlesyaPOVH	2015	Female
rasos100	11.34	JamileSAMUEL	2015	Female
rasos100	11.34	MajaMIHALINEC	2015	Female
rasos100	11.34	GinaLÜCKENKEMPER	2015	Female
rasos100	11.34	AriannaWASHINGTON	2016	Female
rasos100	11.34	SchillonieCALVERTPOWELL	2016	Female
rasos100	11.34	TahesiaHARRIGANSCOTT	2016	Female
rasos100	11.34	AlexisLOVE	2016	Female
rasos100	11.34	IsidoraJIMÉNEZ	2016	Female
rasos100	11.34	IsidoraJIMÉNEZ	2016	Female
rasos100	11.34	GloriaHOOPER	2016	Female
rasos100	11.34	MikiahBRISCO	2016	Female
rasos100	11.34	ShashaleeFORBES	2016	Female
rasos100	11.34	CarmelitaJETER	2016	Female
rasos100	11.34	GloriaASUMNU	2016	Female
rasos100	11.34	StellaAKAKPO	2016	Female
rasos100	11.34	MarrisaKURTIMAH	2016	Female
rasos100	11.34	HrystynaSTUY	2016	Female
rasos100	11.34	AlphonsusANIEKEME	2016	Female
rasos100	11.34	AleiaHOBBS	2016	Female
rasos100	11.34	MikiahBRISCO	2016	Female
rasos100	11.34	KhiannaGRAY	2016	Female
rasos100	11.34	KamariaBROWN	2016	Female
rasos100	11.34	KhalifaSTFORT	2016	Female
rasos100	11.34	DinaASHERSMITH	2016	Female
rasos100	11.34	MarisolNarcisaLANDÁZURI	2016	Female
rasos100	11.34	RebekkaHAASE	2016	Female
rasos100	11.34	MujingaKAMBUNDJI	2016	Female
rasos100	11.34	AshaPHILIP	2016	Female
rasos100	11.34	LisaMAYER	2016	Female
rasos100	11.34	KaylorHARRIS	2016	Female
rasos100	11.34	EwaSWOBODA	2016	Female
rasos100	11.34	JenniferGALAIS	2016	Female
rasos100	11.34	RosângelaSANTOS	2016	Female
rasos100	11.34	KimberlyHYACINTHE	2016	Female
rasos100	11.34	AlexandraBURGHARDT	2016	Female
rasos100	11.34	LorèneDorcasBAZOLO	2016	Female
rasos100	11.34	AshaPHILIP	2016	Female
rasos100	11.34	JenebaTARMOH	2016	Female
rasos100	11.34	MajaMIHALINEC	2016	Female
rasos100	11.34	GabrielleTHOMAS	2017	Female
rasos100	11.34	TaylorBENNETT	2017	Female
rasos100	11.34	IndiaBROWN	2017	Female
rasos100	11.34	TebogoMAMATHU	2017	Female
rasos100	11.34	ViktoriyaZYABKINA	2017	Female
rasos100	11.34	ShaniaCOLLINS	2017	Female
rasos100	11.34	KateHALL	2017	Female
rasos100	11.34	ChelseaFRANCIS	2017	Female
rasos100	11.34	ShimayraCrystalWILLIAMS	2017	Female
rasos100	11.34	ChristaniaWILLIAMS	2017	Female
rasos100	11.34	CassondraHALL	2017	Female
rasos100	11.34	OlesyaPOVH	2017	Female
rasos100	11.34	CarolleZAHI	2017	Female
rasos100	11.34	SaloméKORA	2017	Female
rasos100	11.34	EzinneOKPARAEBO	2017	Female
rasos100	11.34	RebekkaHAASE	2017	Female
rasos100	11.34	ShaylaSANDERS	2017	Female
rasos100	11.34	ShashaleeFORBES	2017	Female
rasos100	11.34	CarolleZAHI	2017	Female
rasos100	11.34	FlorianeGNAFOUA	2017	Female
rasos100	11.34	ImaniLANSIQUOT	2017	Female
rasos100	11.34	OrphéeNEOLA	2017	Female
rasos100	11.34	RebekkaHAASE	2017	Female
rasos100	11.34	ChristaniaWILLIAMS	2017	Female
rasos100	11.34	ReyareTHOMAS	2017	Female
rasos100	11.34	JuraLEVY	2017	Female
rasos100	11.34	EzinneOKPARAEBO	2017	Female
rasos100	11.34	SchillonieCALVERTPOWELL	2017	Female
rasos100	11.34	TamariDAVIS	2018	Female
rasos100	11.34	AlfredaSTEELE	2018	Female
rasos100	11.34	JaneekBROWN	2018	Female
rasos100	11.34	DevynneCHARLTON	2018	Female
rasos100	11.34	CeleraBARNES	2018	Female
rasos100	11.34	JaylaKIRKLAND	2018	Female
rasos100	11.34	BrenessaTHOMPSON	2018	Female
rasos100	11.34	DestinySMITHBARNETT	2018	Female
rasos100	11.34	SemoyHACKETT	2018	Female
rasos100	11.34	ImaniLANSIQUOT	2018	Female
rasos100	11.34	TeahnaDANIELS	2018	Female
rasos100	11.34	DaijaLAMPKIN	2018	Female
rasos100	11.34	SindijaBUKŠA	2018	Female
rasos100	11.34	LingweiKONG	2018	Female
rasos100	11.34	JadaBAYLARK	2018	Female
rasos100	11.34	NatashaMORRISON	2018	Female
rasos100	11.34	CrystalEMMANUEL	2018	Female
rasos100	11.34	CarolleZAHI	2018	Female
rasos100	11.34	EzinneOKPARAEBO	2018	Female
rasos100	11.34	LisaMarieKWAYIE	2018	Female
rasos100	11.34	LisaMarieKWAYIE	2018	Female
rasos100	11.34	KristinaSIVKOVA	2018	Female
rasos100	11.34	KrystsinaTSIMANOUSKAYA	2018	Female
rasos100	11.34	RosângelaSANTOS	2018	Female
rasos100	11.35	WyomiaTYUS	1968	Female
rasos100	11.35	IngridMICKLER	1971	Female
rasos100	11.35	LyudmilaMASLAKOVA	1974	Female
rasos100	11.35	RoseALLWOOD	1976	Female
rasos100	11.35	BrendaMOREHEAD	1976	Female
rasos100	11.35	SharonDANVILLE	1977	Female
rasos100	11.35	EmmaSULTER	1978	Female
rasos100	11.35	MarjorieBAILEY	1978	Female
rasos100	11.35	IsabelTAYLOR	1978	Female
rasos100	11.35	LyudmilaMASLAKOVA	1978	Female
rasos100	11.35	HelenEDWARDS	1979	Female
rasos100	11.35	SofkaPOPOVA	1980	Female
rasos100	11.35	DeniseBOYD	1980	Female
rasos100	11.35	UndineBREMER	1982	Female
rasos100	11.35	LaurenceBILY	1982	Female
rasos100	11.35	AneliaNUNEVA	1982	Female
rasos100	11.35	JoanBAPTISTE	1983	Female
rasos100	11.35	AngellaISSAJENKO	1983	Female
rasos100	11.35	LaShonNEDD	1983	Female
rasos100	11.35	ShirleyTHOMAS	1983	Female
rasos100	11.35	MarliesGÖHR	1984	Female
rasos100	11.35	SilkeMÖLLER	1984	Female
rasos100	11.35	HeidiElkeGAUGEL	1984	Female
rasos100	11.35	OlgaANTONOVA	1984	Female
rasos100	11.35	AliceBROWN	1984	Female
rasos100	11.35	JeanetteBOLDEN	1984	Female
rasos100	11.35	IrinaSLYUSAR	1986	Female
rasos100	11.35	CarylSMITH	1987	Female
rasos100	11.35	NadezhdaGEORGIEVA	1987	Female
rasos100	11.35	SheilaECHOLS	1988	Female
rasos100	11.35	JoannaSMOLAREK	1988	Female
rasos100	11.35	LaurenceBILY	1988	Female
rasos100	11.35	ManuelaDERR	1989	Female
rasos100	11.35	EstherJONES	1989	Female
rasos100	11.35	NelliCOOMAN	1989	Female
rasos100	11.35	KarenBOTHA	1991	Female
rasos100	11.35	KimWALKER	1991	Female
rasos100	11.35	PaulineDAVISTHOMPSON	1991	Female
rasos100	11.35	ZhannaTARNOPOLSKAYA	1991	Female
rasos100	11.35	JulietCUTHBERT	1991	Female
rasos100	11.35	AneliaNUNEVA	1993	Female
rasos100	11.35	YanlanGU	1993	Female
rasos100	11.35	NelliCOOMAN	1994	Female
rasos100	11.35	MarinaTRANDENKOVA	1994	Female
rasos100	11.35	LilianaALLEN	1995	Female
rasos100	11.35	NatalyaVORONOVA	1995	Female
rasos100	11.35	CydonieMOTHERSILL	1996	Female
rasos100	11.35	EldeceCLARKELEWIS	1996	Female
rasos100	11.35	IrinaPUKHA	1996	Female
rasos100	11.35	DebbieFERGUSONMCKENZIE	1996	Female
rasos100	11.35	KishaJETT	1996	Female
rasos100	11.35	JulietCUTHBERT	1996	Female
rasos100	11.35	KaterinaTHANOU	1996	Female
rasos100	11.35	OdiahSIDIBE	1996	Female
rasos100	11.35	JulietCUTHBERT	1996	Female
rasos100	11.35	AndreaPHILIPP	1996	Female
rasos100	11.35	ChiomaAJUNWA	1996	Female
rasos100	11.35	PatriciaGIRARD	1997	Female
rasos100	11.35	NatalyaVORONOVA	1997	Female
rasos100	11.35	EstherMÖLLER	1997	Female
rasos100	11.35	CelenaMONDIEMILNER	1997	Female
rasos100	11.35	EnduranceOJOKOLO	1997	Female
rasos100	11.35	AngelaATEDE	1997	Female
rasos100	11.35	JulietCAMPBELL	1997	Female
rasos100	11.35	LilianaALLEN	1997	Female
rasos100	11.35	BenitaKELLEY	1997	Female
rasos100	11.35	PhilomenaMENSAH	1997	Female
rasos100	11.35	XiaomeiLIU	1997	Female
rasos100	11.35	MelindaGAINSFORDTAYLOR	1997	Female
rasos100	11.35	NatalyaVORONOVA	1997	Female
rasos100	11.35	ChrysteGAINES	1997	Female
rasos100	11.35	KatiaBENTH	1997	Female
rasos100	11.35	MarinaTRANDENKOVA	1997	Female
rasos100	11.35	ZhenxiaHU	1997	Female
rasos100	11.35	EnduranceOJOKOLO	1998	Female
rasos100	11.35	MerleneFRAZER	1998	Female
rasos100	11.35	JulietCUTHBERT	1998	Female
rasos100	11.35	LéonieMyriamMANI	1998	Female
rasos100	11.35	AngieVAUGHN	1998	Female
rasos100	11.35	LindaFERGAKHODADIN	1998	Female
rasos100	11.35	AndreaPHILIPP	1998	Female
rasos100	11.35	BeverlyGRANT	1998	Female
rasos100	11.35	ManuelaLEVORATO	1998	Female
rasos100	11.35	MelaniePASCHKE	1998	Female
rasos100	11.35	IdailaHECHAVARRÍA	1998	Female
rasos100	11.35	KatiaBENTH	1998	Female
rasos100	11.34	AndreaPHILIPP	1999	Female
rasos100	11.34	VirgenBENAVIDES	2000	Female
rasos100	11.34	MelindaGAINSFORDTAYLOR	2000	Female
rasos100	11.34	KimGEVAERT	2000	Female
rasos100	11.34	NatalyaIGNATOVA	2000	Female
rasos100	11.34	MarinaTRANDENKOVA	2000	Female
rasos100	11.34	ChristineARRON	2000	Female
rasos100	11.34	NanceenPERRY	2000	Female
rasos100	11.34	AndreaPHILIPP	2000	Female
rasos100	11.34	TonyaCARTER	2000	Female
rasos100	11.34	AngelaWILLIAMS	2000	Female
rasos100	11.34	AnzhelikaSHEVCHUK	2000	Female
rasos100	11.34	AstiaWALKER	2000	Female
rasos100	11.34	TaynaLAWRENCE	2000	Female
rasos100	11.34	IrinaPUKHA	2000	Female
rasos100	11.34	TatyanaBARASHKO	2000	Female
rasos100	11.34	AndreaPHILIPP	2000	Female
rasos100	11.34	AndreaPHILIPP	2000	Female
rasos100	11.34	ShaniANDERSON	2000	Female
rasos100	11.34	TorriEDWARDS	2000	Female
rasos100	11.34	MelindaGAINSFORDTAYLOR	2000	Female
rasos100	11.34	DebbieFERGUSONMCKENZIE	2000	Female
rasos100	11.34	CydonieMOTHERSILL	2001	Female
rasos100	11.34	LéonieMyriamMANI	2001	Female
rasos100	11.34	ElvaGOULBOURNE	2001	Female
rasos100	11.34	MarinaKISLOVA	2001	Female
rasos100	11.34	MarinaTRANDENKOVA	2001	Female
rasos100	11.34	LéonieMyriamMANI	2001	Female
rasos100	11.34	KatiaBENTH	2001	Female
rasos100	11.34	PetaGayeBARRETT	2001	Female
rasos100	11.34	SavathedaFYNES	2001	Female
rasos100	11.34	GloryALOZIE	2001	Female
rasos100	11.34	SinaSCHIELKE	2001	Female
rasos100	11.34	MireilleDONDERS	2001	Female
rasos100	11.34	JohannaMANNINEN	2001	Female
rasos100	11.34	EnduranceOJOKOLO	2001	Female
rasos100	11.34	LaTashaJENKINS	2001	Female
rasos100	11.34	IngerMILLER	2001	Female
rasos100	11.34	AlenkaBIKAR	2001	Female
rasos100	11.34	ManuelaLEVORATO	2001	Female
rasos100	11.34	ManuelaLEVORATO	2001	Female
rasos100	11.34	DebbieFERGUSONMCKENZIE	2001	Female
rasos100	11.34	XiaomeiLIU	2001	Female
rasos100	11.34	BriannaGLENN	2002	Female
rasos100	11.34	MurielHURTIS	2002	Female
rasos100	11.34	EnduranceOJOKOLO	2002	Female
rasos100	11.34	ChiomaAJUNWA	2002	Female
rasos100	11.34	KimGEVAERT	2002	Female
rasos100	11.34	VirgenBENAVIDES	2002	Female
rasos100	11.34	EkaterinaTOSHEVAMASHOVA	2002	Female
rasos100	11.34	YuliyaTABAKOVA	2002	Female
rasos100	11.34	ChrysteGAINES	2002	Female
rasos100	11.34	KimGEVAERT	2002	Female
rasos100	11.34	KimGEVAERT	2002	Female
rasos100	11.34	OdiahSIDIBE	2002	Female
rasos100	11.34	KarinMAYRKRIFKA	2002	Female
rasos100	11.34	AmandaFORRESTER	2002	Female
rasos100	11.34	GloryALOZIE	2002	Female
rasos100	11.34	TorriEDWARDS	2002	Female
rasos100	11.34	KerronSTEWART	2003	Female
rasos100	11.34	RosemaryOKAFOR	2003	Female
rasos100	11.34	AleenBAILEY	2003	Female
rasos100	11.34	AnzhelaKRAVCHENKO	2003	Female
rasos100	11.34	EnduranceOJOKOLO	2003	Female
rasos100	11.34	LaurynWILLIAMS	2003	Female
rasos100	11.34	IngerMILLER	2003	Female
rasos100	11.34	AgnéVISOCKAITÉEGGERTH	2003	Female
rasos100	11.34	MercyNKU	2003	Female
rasos100	11.34	MarinaKISLOVA	2003	Female
rasos100	11.34	KimGEVAERT	2003	Female
rasos100	11.34	LaTashaJENKINS	2003	Female
rasos100	11.34	JudythKITSON	2003	Female
rasos100	11.34	ChrysteGAINES	2003	Female
rasos100	11.34	AgnéVISOCKAITÉEGGERTH	2003	Female
rasos100	11.34	IvetLALOVACOLLIO	2003	Female
rasos100	11.34	KatiaBENTH	2003	Female
rasos100	11.34	KimGEVAERT	2003	Female
rasos100	11.34	KarinMAYRKRIFKA	2003	Female
rasos100	11.34	LaKadronIVERY	2004	Female
rasos100	11.34	VidaANIM	2004	Female
rasos100	11.34	WyllesheiaMYRICK	2004	Female
rasos100	11.34	AshleyOWENS	2004	Female
rasos100	11.34	TetyanaTKALICH	2004	Female
rasos100	11.34	RosemarMariaCOELHONETO	2004	Female
rasos100	11.34	MercyNKU	2004	Female
rasos100	11.34	VidaANIM	2004	Female
rasos100	11.34	OludamolaOSAYOMI	2004	Female
rasos100	11.34	BettinaMÜLLERWEISSINA	2004	Female
rasos100	11.34	JasmineBALDWINFOSS	2004	Female
rasos100	11.34	AngelaWILLIAMS	2004	Female
rasos100	11.34	IrinaKHABAROVA	2004	Female
rasos100	11.34	AffouéAmandineALLOU	2004	Female
rasos100	11.34	AleenBAILEY	2004	Female
rasos100	11.34	VirgenBENAVIDES	2005	Female
rasos100	11.34	CydonieMOTHERSILL	2005	Female
rasos100	11.34	MoniqueHENDERSON	2005	Female
rasos100	11.34	SheriAnnBROOKS	2005	Female
rasos100	11.34	TremediaBRICE	2005	Female
rasos100	11.34	AlexisWEATHERSPOON	2005	Female
rasos100	11.34	TremediaBRICE	2005	Female
rasos100	11.34	AleksandraFEDORIVASPAYER	2010	Female
rasos100	11.34	GloriaASUMNU	2010	Female
rasos100	11.34	LaShaunteaMOORE	2010	Female
rasos100	11.34	YuliyaKASHINA	2010	Female
rasos100	11.34	GuzelKHUBBIEVA	2010	Female
rasos100	11.34	MareciaPEMBERTON	2011	Female
rasos100	11.34	LaKyaBROOKINS	2011	Female
rasos100	11.34	ChelseaHAYES	2011	Female
rasos100	11.34	MurielleAHOURÉ	2011	Female
rasos100	11.34	TiffanyTOWNSEND	2011	Female
rasos100	11.34	InnaEFTIMOVA	2011	Female
rasos100	11.34	AleksandraFEDORIVASPAYER	2011	Female
rasos100	11.34	ChastityRIGGIEN	2011	Female
rasos100	11.34	DebbieFERGUSONMCKENZIE	2011	Female
rasos100	11.34	JodieWILLIAMS	2011	Female
rasos100	11.34	AndreeaOGRAZEANU	2011	Female
rasos100	11.34	TiffanyTOWNSEND	2011	Female
rasos100	11.34	OludamolaOSAYOMI	2011	Female
rasos100	11.34	BarbaraPIERRE	2011	Female
rasos100	11.34	MariyaRYEMYEN	2011	Female
rasos100	11.34	NelkyCASABONA	2011	Female
rasos100	11.34	AyodeleIKUESAN	2011	Female
rasos100	11.34	AnaClaudiaLEMOS	2011	Female
rasos100	11.34	HrystynaSTUY	2011	Female
rasos100	11.34	NataliaPOHREBNIAK	2011	Female
rasos100	11.34	AnaClaudiaLEMOS	2011	Female
rasos100	11.34	ChastityRIGGIEN	2012	Female
